Site_id,1G.01,1G.02,1G.03,1G.04,1G.05,1G.06,1G.07,1G.08,1G.09,1G.10,1G.11,1G.12,1G.13,1G.14,1G.15,1N.01,1N.02,1N.03,1N.04,1N.05,1N.06,1N.07,1N.08,1N.09,1N.10,1N.11,1N.12,1N.13,1N.14,1T.01,1T.02,1T.03,1T.04,1T.05,1T.06,1T.07,1T.08,1T.09,1T.10,1T.11,1T.12,1T.13,1T.14,1T.15,1T.16,1T.17,1T.18,1T.19,1T.20,1T.21,1T.22,1T.23,1T.24,1T.25,1T.26,1T.27,1T.28,1T.29,1T.30,1T.31,1T.32,1T.33,1T.34,1T.35,1T.36,1T.37,1T.38,1T.39,1T.40,1T.41,1T.42,1T.43,1T.44,2G.01,2G.02,2G.03,2G.04,2G.05,2G.07,2G.08,2G.09,2G.10,2G.11,2G.12,2G.13,2G.14,2G.15,2N.01,2N.02,2N.03,2N.04,2N.05,2N.06,2N.07,2N.08,2N.09,2N.10,2N.11,2N.12,2N.13,2N.14,2T.01,2T.02,2T.03,2T.04,2T.05,2T.06,2T.07,2T.08,2T.09,2T.10,2T.11,2T.12,2T.13,2T.14,2T.15,2T.16,2T.17,2T.18,2T.19,2T.20,2T.21,2T.22,2T.23,2T.24,2T.25,2T.26,2T.27,2T.28,2T.30,2T.31,2T.32,2T.33,2T.34,2T.35,2T.36,2T.37,2T.38,2T.39,2T.41,2T.42,2T.44,3G.01,3G.02,3G.03,3G.04,3G.05,3G.06,3G.07,3G.08,3G.09,3G.10,3G.11,3G.12,3G.13,3G.14,3G.15,3N.01,3N.02,3N.03,3N.04,3N.05,3N.06,3N.07,3N.08,3N.09,3N.10,3N.11,3N.12,3N.13,3N.14,3T.01,3T.02,3T.03,3T.04,3T.05,3T.06,3T.07,3T.08,3T.09,3T.10,3T.11,3T.12,3T.13,3T.14,3T.15,3T.16,3T.17,3T.18,3T.19,3T.20,3T.21,3T.22,3T.23,3T.24,3T.25,3T.26,3T.27,3T.28,3T.29,3T.30,3T.31,3T.32,3T.33,3T.34,3T.35,3T.36,3T.37,3T.38,3T.39,3T.40,3T.41,3T.42,3T.43,3T.44
Arcobacter,50.024,42.118,7.753,104.86,80.082,23.181,75.038,158.074,597.856,67.498,301.186,18.675,321.752,0,23.138,69.447,84.82,45.893,47.34,20.117,85.343,25.551,14.944,62.242,15.733,61.743,68.583,66.249,0,2803.247,606.477,145.178,668.989,185.246,117.218,27.67,37.996,80.163,12.8,282.023,75.143,0,44.236,0.996,0,110.541,26.553,1051.41,66.587,229.431,1.94,92.768,976.165,0,182.908,0,6.619,0,14.231,92.044,0,82.168,39.476,171.385,0,0,0,0,0,2.943,0,0,0,0,13.848,8.513,55.692,0,0.661,61.164,0,30.2,48.428,0,60.123,7.504,0,0,0,47.788,5.179,36.445,0,0,0,0,277.028,0.318,0.412,107.899,0,85.088,27.181,0,0,4.021,285.748,0,109.298,86.734,12.4,0,0,58.84,0,74.278,4.246,0,94.392,4.952,26.819,15.005,0,2.64,3.227,47.317,0,0,215.131,0,0,30.92,35.333,21.589,46.777,0,0,22.985,388.216,18.843,49.629,0,66.504,193.959,128.932,346.31,323.36,0,62.055,99.069,331.713,4.586,298.767,6.753,5223.698,0,1.548,34.576,194.963,123.604,0,99.188,68.694,38.669,477.923,553.546,41.516,0,23.925,16.229,0,3.449,162.898,2.065,177.556,329.448,0,467.777,43.219,285.621,0.496,294.148,0,32.832,0,31.476,0,294.265,0,735.676,144.065,356.286,1.092,122.451,0,0,38.756,0,13.124,0.12,0,111.895,101.201,84.28,15.302,35.491,34.73,0,6.156,15.561,51.04,25.428,25.271,0,0
Arenimonas,6.024,5.118,7.753,16.86,49.082,18.181,6.038,264.074,37.856,33.498,81.186,30.675,43.752,33.919,66.138,144.447,268.82,56.893,65.34,145.117,301.343,66.551,24.944,30.242,40.733,60.743,71.583,76.249,91.168,1664.247,25.477,22.178,82.989,131.246,12.218,15.67,89.996,17.163,33.8,76.023,167.143,1241.741,328.236,0,406.694,86.541,179.553,200.41,99.587,113.431,107.94,2.768,123.165,106.095,342.908,236.105,207.619,29.495,142.231,173.044,0,91.168,106.476,204.385,207.171,0,43.124,191.904,305.221,119.943,394.983,176.203,34.436,3.393,0,34.513,10.692,0,0,0,0,1.2,0,0,0,48.504,3.808,16.001,0,24.788,0,0,0,2.72,2.254,0,43.028,34.318,10.412,271.899,106.032,0,17.181,0,23.608,0,0,0,0,36.734,79.4,0,122.031,73.84,8.696,124.278,32.246,0,0,0,25.819,53.005,0,1.64,0.227,120.317,0,100.554,184.131,100.44,0,10.92,21.333,43.589,15.777,41.66,6.177,2.985,516.216,66.843,18.629,182.88,24.504,0,43.932,5.31,2.36,7.785,0,27.069,0,2.586,0,0,0,16.397,10.548,129.576,0,5.604,101.164,0,17.694,24.669,22.923,18.546,10.516,27.866,38.925,41.229,37.025,89.449,82.898,14.065,35.556,28.448,0,22.777,10.219,0,8.496,55.148,25.739,13.832,170.35,74.476,51.848,19.265,0.037,23.676,27.065,40.286,130.092,12.451,0,87.472,153.756,101.485,47.124,20.12,106.338,271.895,88.201,98.28,79.302,179.491,254.73,36.963,50.156,54.561,4.04,35.428,16.271,71.794,33.808
Armatimonas,0,0,0,0,0,0,1.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.246,0,0,0,0,2.8,6.023,0,0,0,0,0,0,0,0,0,14.431,0,0,0,0,16.908,0,0,0,0,0,0,0,5.476,0,0,0,0,0,0,0,0,7.203,0,0,0,0,0,0,0,0,0,0,0,0,0,20.504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asaia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.794,0
Asticcacaulis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.495,0,0,0,0,0,0,0,0.748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.271,0,0
Azospirillum,0,17.118,0,0,0,15.181,0,0,0,0,14.186,0,15.752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.989,0,20.218,0,0,0,29.8,0,0,0,0,0,0,0,17.553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028,0,3.412,128.899,0,0.088,0,0,0,0,0,0,0,0,0,0,0,14.84,0,27.278,0,0,0,0,0,0,0,0,0,22.317,9.655,0,67.131,0,1.808,0,10.333,0,0,0,0,50.985,0,11.843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.271,0,7.808
Bacillus,0,0,2.753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.105,1.619,0,0,0,0,0,0,0,0,0,0,0,0,0,20.983,0,0,0,0,0,2.692,0,0,0,0,0,0,0.977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.694,0,0,0,0,0,0,0,0,0,13.898,0,2.556,0,0,0,0,0,0,0,0,0,0,30.476,0,0,0,0,0,0,0,0,14.253,0,0,85.485,3.124,8.12,17.338,35.895,34.201,0,0,13.491,0,0,8.156,11.561,0,0,8.271,0,0
Bacteriovorax,5.024,27.118,2.753,109.86,0,44.181,48.038,0,62.856,38.498,5.186,11.675,47.752,0,41.138,28.447,34.82,47.893,255.34,19.117,396.343,41.551,16.944,39.242,51.733,86.743,30.583,31.249,86.168,1379.247,191.477,74.178,61.989,277.246,192.218,23.67,5.996,73.163,65.8,138.023,5.143,640.741,110.236,0,427.694,23.541,65.553,179.41,279.587,58.431,42.94,72.768,606.165,235.095,196.908,23.105,68.619,52.495,62.231,83.044,0,45.168,44.476,47.385,19.171,46.748,53.124,5.904,65.221,20.943,0,17.203,36.436,7.393,37.848,0,35.692,0,1.661,0,20.929,28.2,158.428,0,82.123,0,56.808,18.001,1.061,0,8.179,0.445,0,0,0,0,23.028,8.318,24.412,317.899,10.032,0,0,0,6.608,0,21.748,0,54.298,0,10.4,0,0,14.84,0,0,0,0,26.392,0,5.819,0,0,158.64,213.227,10.317,0,0,128.131,10.44,0,25.92,34.333,29.589,0.777,178.66,0,13.985,246.216,2.843,0.629,0,0,83.959,27.932,63.31,0,0,0,3.069,0,0,221.767,0,17.698,0,2.548,33.576,98.963,15.604,28.164,88.188,55.694,23.669,24.923,0,6.516,18.866,13.925,40.229,29.025,0,56.898,0,20.556,106.448,0,60.777,4.219,111.621,30.496,70.148,0,98.832,0,15.476,0,47.265,0,71.676,207.065,41.286,15.092,98.451,50.253,10.472,4.756,0,91.124,7.12,37.338,0,13.201,32.28,27.302,2.491,41.73,2.963,12.156,0,26.04,17.428,32.271,1.794,12.808
Bacteroides,33.024,0,0,51.86,64.082,90.181,0,6.074,0,8.498,24.186,0,8.752,0,0,0,0,394.893,0,0,0,0,0,0,6.733,6.743,0,0,0,170.247,0,22.178,218.989,0,17.218,0.67,0,0,0,0,148.143,0,0,0,0,4.541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.476,0,0,0,0,0,0,0,0,0,0,0,21.848,0,10.692,0,32.661,2.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.028,0,0,0,0,0,0,0,0,0,16.748,0,43.298,0.734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.216,0,0,0,0.504,1.959,64.932,28.31,27.36,17.785,0,1.069,11.713,0,81.767,0,6.698,0,0,0,17.963,0,0,6.188,0,0,4.923,8.546,0.516,0,0,0,0,0,15.898,0,21.556,0,0,0,0,0,0,16.148,0,0,0,0,0,14.265,0,15.676,0,12.286,0,0,0,0,0,0,0,0,0,0,0,0,0,7.491,0,0,0,0,0.04,24.428,0,0,0
Bauldia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bdellovibrio,18.024,181.118,44.753,593.86,34.082,258.181,359.038,55.074,453.856,78.498,336.186,66.675,111.752,12.919,229.138,108.447,213.82,581.893,1398.34,152.117,1511.343,225.551,110.944,125.242,190.733,361.743,156.583,178.249,814.168,4995.247,648.477,212.178,375.989,1652.246,1286.218,98.67,217.996,341.163,321.8,693.023,185.143,2159.741,415.236,0,2196.694,143.541,332.553,558.41,665.587,147.431,230.94,268.768,2823.165,1197.095,553.908,190.105,596.619,397.495,523.231,293.044,0,144.168,245.476,193.385,329.171,372.748,536.124,111.904,383.221,240.943,64.983,243.203,318.436,172.393,145.848,60.513,220.692,18.498,205.661,21.164,104.929,81.2,874.428,0,536.123,95.504,371.808,82.001,180.061,126.788,947.179,104.445,40.796,22.72,91.254,240.784,238.028,462.318,930.412,8969.899,1321.032,90.088,151.181,77.329,115.608,24.021,173.748,33.241,191.298,179.734,357.4,12.872,0,701.84,457.696,342.278,124.246,31.192,0,100.952,207.819,15.005,0,705.64,817.227,1511.317,152.655,387.554,2110.131,796.44,73.808,481.92,250.333,210.589,53.777,671.66,820.177,101.985,1327.216,215.843,63.629,180.88,57.504,263.959,358.932,709.31,335.36,95.785,299.055,184.069,266.713,39.586,875.767,147.753,186.698,0,77.548,623.576,1028.963,833.604,847.164,940.188,843.694,548.669,613.923,218.546,85.516,599.866,909.925,621.229,399.025,51.449,694.898,65.065,338.556,484.448,3.146,516.777,46.219,723.621,435.496,877.148,31.739,686.832,189.35,822.476,414.848,433.265,10.037,1087.676,2356.065,567.286,1094.092,953.451,979.253,772.472,179.756,643.485,921.124,611.12,758.338,590.895,765.201,604.28,767.302,96.491,902.73,763.963,577.156,187.561,428.04,274.428,111.271,2132.794,453.808
Beggiatoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.178,0,3.246,0,0,0,0,0,52.023,0,0,0,0,0,0,0,13.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bifidobacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blastocatella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blautia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bosea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brevundimonas,0,0,0,0,0,0,6.038,19.074,0,7.498,15.186,8.675,29.752,3.919,42.138,127.447,239.82,23.893,31.34,226.117,297.343,272.551,38.944,15.242,49.733,63.743,65.583,91.249,74.168,37.247,0,23.178,0,11.246,0,0,0,15.163,2.8,10.023,2.143,164.741,240.236,0,72.694,79.541,48.553,20.41,19.587,14.431,81.94,25.768,236.165,40.095,58.908,25.105,31.619,82.495,19.231,31.044,0,58.168,28.476,24.385,16.171,47.748,117.124,34.904,158.221,30.943,56.983,137.203,20.436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.788,0,0,0,0,0,0,0,4.318,0,0,23.032,0,0,0,0,0,0,0,0,53.734,0,0,11.031,0,0,18.278,0,0,0,0,0,0,0,0,0,7.317,0,1.554,28.131,29.44,0,0,0.333,5.589,36.777,30.66,11.177,0,0,0,15.629,1.88,0,0,0,0,0,54.785,0,0,0,0,0,0,0,0,0,9.576,0,0,7.164,0,0,0,1.923,0,2.516,12.866,33.925,31.229,0,57.449,0,83.065,0.556,12.448,0,0,4.219,0,0,8.148,0,6.832,0,0,0,0,0,0,0,0,0,0,0,0,22.756,0,14.124,46.12,13.338,28.895,9.201,22.28,9.302,30.491,28.73,13.963,34.156,6.561,6.04,3.428,5.271,0,0
Bryobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82,3.893,0,1.117,0,0,0,0,0,0,0,0,1.168,0,0,0,0,0,0,0,0,0,0,0,0,0,1.236,0,0,6.541,0,0,0,0,0,0,0,0,0,17.105,0,54.495,19.231,0,0,22.168,2.476,0,1.171,14.748,15.124,0.904,0,0,0,13.203,56.436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.44,0,0,0,0,0,0,0,0,0,0,0,58.88,0,0,0,0,0,35.785,0,0,0,0,0,0,0,0,0,0,0,0,2.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.472,8.756,20.485,0,24.12,0,0,0,0,0,13.491,20.73,29.963,0,0,0,0,0,0,47.808
BSV13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.023,0,0,0,0,0,0,0,26.41,0,13.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Catenibacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caulobacter,0,0,0,0,0,0,4.038,0,0,0,0,0,19.752,32.919,7.138,23.447,72.82,3.893,0,36.117,29.343,7.551,0,2.242,6.733,8.743,0,11.249,27.168,0,0,0,0,0,0,0,2.996,1.163,0,0,0,0,0,0,0,18.541,0,0,0,0,0,2.768,0,0,0,7.105,0,8.495,0,0,0,0,0.476,0,0,36.748,50.124,0,22.221,12.943,0,26.203,26.436,0,0,3.513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.298,0,0,0,0,0,0,0,0,0,0,0,0.819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.629,0,0,0,0,0,0,30.785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.756,0,0,30.12,0,11.895,0,14.28,0,0,22.73,15.963,16.156,0,9.04,1.428,5.271,0,7.808
Cellvibrio,32.024,352.118,20.753,506.86,40.082,206.181,222.038,110.074,1092.856,214.498,166.186,25.675,153.752,0,115.138,152.447,145.82,131.893,302.34,73.117,665.343,104.551,25.944,45.242,106.733,270.743,64.583,68.249,240.168,3456.247,979.477,172.178,564.989,790.246,1099.218,26.67,260.996,275.163,258.8,282.023,198.143,1397.741,233.236,0,567.694,80.541,209.553,319.41,316.587,58.431,114.94,57.768,1295.165,418.095,150.908,74.105,77.619,57.495,114.231,145.044,0.899,44.168,41.476,26.385,104.171,69.748,97.124,45.904,240.221,110.943,114.983,116.203,77.436,124.393,228.848,82.513,188.692,9.498,522.661,0,28.929,49.2,33.428,0,166.123,184.504,360.808,6.001,60.061,389.788,273.179,39.445,47.796,40.72,80.254,132.784,430.028,74.318,128.412,1456.899,90.032,87.088,93.181,122.329,147.608,114.021,888.748,18.241,364.298,210.734,297.4,0,48.031,420.84,182.696,348.278,129.246,0,0,0,103.819,0,0,189.64,226.227,484.317,26.655,93.554,431.131,66.44,82.808,253.92,130.333,93.589,0,104.66,29.177,18.985,2319.216,91.843,451.629,41.88,41.504,391.959,279.932,674.31,109.36,53.785,333.055,91.069,117.713,215.586,366.767,164.753,160.698,6.397,112.548,289.576,561.963,449.604,359.164,649.188,300.694,479.669,356.923,167.546,130.516,244.866,330.925,262.229,259.025,57.449,476.898,45.065,158.556,265.448,6.146,225.777,351.219,464.621,300.496,417.148,14.739,416.832,31.35,529.476,135.848,288.265,15.037,670.676,911.065,327.286,628.092,826.451,873.253,565.472,224.756,432.485,344.124,77.12,136.338,359.895,346.201,340.28,168.302,72.491,375.73,250.963,212.156,97.561,216.04,168.428,886.271,438.794,116.808
Chamaesiphon,11.024,0,0,0,9.082,2.181,0,10.074,130.856,5.498,0,0,5.752,0,67.138,0,0,0,45.34,0,91.343,1.551,6.944,5.242,0,0,0,2.249,0,918.247,14.477,26.178,130.989,47.246,0,14.67,0,0,0,85.023,0,169.741,21.236,0,0,0,0,52.41,0,27.431,0,1.768,145.165,0,58.908,0,0,0,0,0,0,3.168,0,18.385,10.171,0,0,12.904,143.221,13.943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.123,0,0,0,0,0,54.179,28.445,0,0,51.254,28.784,8.028,44.318,90.412,765.899,0,0,0,0,0,0,0,0,0,0,0,0,0,237.84,2.696,25.278,0,0,0,0,135.819,0.005,0,38.64,0,0,61.655,0,53.131,0.44,46.808,0,253.333,48.589,23.777,0,0,0,1772.216,8.843,0,0,1.504,0,0,0,0,0,0,0,0,0,0,18.753,0,0,12.548,0,60.963,0,113.164,57.188,89.694,79.669,194.923,50.546,0,47.866,6.925,5.229,17.025,0,0,0,19.556,12.448,0,32.777,0,0,0,15.148,0,0,0,0,0,27.265,0,81.676,308.065,281.286,0,0.451,0,119.472,274.756,0,19.124,0,0,158.895,0,117.28,0,27.491,0,0,0,47.561,0,0,0,0,0
